,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,304.7,250.2,53.4,3.2,3.7,45.6,12.2,33.4
Mar-2020,286.4,238.4,47.8,3.4,3.0,41.7,11.1,30.6
Jun-2020,246.0,199.0,45.5,3.4,2.3,41.4,9.9,31.5
Sep-2020,383.0,308.4,72.3,3.3,1.8,69.5,17.8,51.7
Dec-2020,388.1,307.8,79.1,3.4,1.3,75.5,19.7,55.8
Mar-2021,597.6,467.5,124.8,4.8,2.0,123.2,30.9,92.3
Jun-2021,418.4,327.0,87.7,4.1,2.1,85.1,20.3,64.8
Sep-2021,623.3,482.2,137.4,4.3,2.2,134.6,33.9,100.7
Dec-2021,661.8,516.0,142.0,4.7,3.1,137.9,34.5,103.4
Mar-2022,586.5,473.0,107.5,4.5,6.4,102.6,28.1,74.5
Jun-2022,566.8,488.3,75.5,4.6,4.6,69.3,17.8,51.5
