,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,608.7,530.8,77.9,10.3,9.6,21.1,4.5,16.6
Mar-2020,400.2,362.7,37.5,10.3,7.9,19.3,4.7,14.6
Jun-2020,323.1,286.5,36.6,10.1,5.0,21.6,5.5,16.1
Sep-2020,719.8,592.1,127.6,10.3,4.7,112.7,28.0,84.7
Dec-2020,791.4,646.8,144.5,10.2,6.8,127.5,32.0,95.5
Mar-2021,718.3,607.3,111.0,9.8,10.5,90.8,26.8,64.0
Jun-2021,783.7,608.9,129.5,9.4,10.7,154.8,38.8,116.0
Sep-2021,750.6,625.0,97.3,9.6,10.9,105.1,26.0,79.1
Dec-2021,807.4,665.0,112.6,9.7,13.4,98.4,25.6,72.8
Mar-2022,624.3,510.4,78.1,7.2,10.4,96.2,26.1,70.1
Jun-2022,794.3,637.5,137.9,15.8,13.0,128.1,32.4,95.7
