,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,467.6,408.2,50.3,21.9,8.8,23.5,5.4,18.1
Mar-2020,773.7,701.0,52.9,36.9,10.8,7.8,2.6,5.2
Jun-2020,231.9,270.9,-42.8,31.7,10.8,-81.5,-28.4,-53.1
Sep-2020,904.7,761.8,109.1,37.3,9.2,96.3,32.0,64.3
Dec-2020,1086.7,952.0,130.0,43.6,10.2,80.9,19.5,61.4
Mar-2021,1310.3,1160.7,145.4,51.8,7.0,80.8,24.5,56.3
Jun-2021,888.8,827.6,57.9,43.1,11.7,6.4,1.7,4.7
Sep-2021,1341.3,1192.8,107.0,47.3,10.3,91.0,22.9,68.1
Dec-2021,1354.5,1217.4,116.3,44.4,5.8,86.9,21.2,65.8
Mar-2022,1455.0,1290.2,150.6,55.7,6.2,78.0,20.5,57.5
Jun-2022,1533.0,1378.3,140.3,47.5,9.0,98.2,14.2,84.0
