,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,265.4,163.4,53.7,24.5,4.8,72.8,12.3,60.5
Mar-2020,207.3,140.8,39.2,23.8,4.5,38.2,4.7,33.5
Jun-2020,189.2,155.5,31.8,23.4,4.7,5.6,1.1,4.4
Sep-2020,307.5,171.0,53.6,23.0,3.8,109.7,15.7,94.0
Dec-2020,204.9,157.1,45.8,22.5,2.9,22.4,2.9,19.5
Mar-2021,251.1,190.4,33.2,20.6,3.4,36.7,1.5,35.2
Jun-2021,248.1,181.5,38.5,20.4,3.4,42.8,3.6,39.2
Sep-2021,313.5,203.4,43.6,20.0,3.3,86.8,7.7,79.1
Dec-2021,269.5,220.1,44.3,19.5,3.9,26.0,5.1,20.9
Mar-2022,273.8,214.1,35.6,17.7,4.1,37.9,3.4,34.5
Jun-2022,281.2,216.3,40.7,19.4,4.5,41.0,6.6,34.4
