,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,378.6,289.1,84.2,18.5,1.9,69.0,-15.5,84.6
Mar-2020,412.8,311.7,93.8,18.5,0.2,82.4,21.1,61.3
Jun-2020,168.0,146.2,14.1,17.9,0.3,3.6,0.5,3.1
Sep-2020,394.4,309.6,82.7,17.7,0.3,67.0,17.0,49.9
Dec-2020,385.4,316.5,67.1,18.8,0.3,49.8,12.7,37.2
Mar-2021,483.2,388.5,86.8,19.5,0.6,74.7,21.7,52.9
Jun-2021,470.7,375.1,92.8,19.9,0.4,75.4,18.6,56.7
Sep-2021,561.7,434.1,123.8,20.4,0.4,106.7,27.5,79.2
Dec-2021,512.8,395.9,114.1,21.6,0.3,95.0,25.2,69.8
Mar-2022,672.3,487.6,179.8,22.4,1.3,161.0,39.7,121.3
Jun-2022,709.8,527.6,171.6,21.8,0.4,160.0,41.9,118.1
