,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,2616.0,482.7,1697.8,36.2,1208.9,488.2,122.9,365.3
Mar-2020,2675.8,407.8,1554.9,11.8,1289.5,292.5,71.6,220.9
Jun-2020,2654.9,314.1,1483.7,31.5,1264.6,208.1,52.3,155.8
Sep-2020,2649.5,363.5,1630.0,33.3,1221.6,411.7,108.2,303.5
Dec-2020,2574.8,367.9,787.1,30.6,1158.3,-368.7,-94.6,-274.1
Mar-2021,2637.5,461.0,1253.0,30.5,1088.7,171.3,21.4,150.0
Jun-2021,2187.1,393.2,-1035.8,27.1,1017.9,-2069.8,-541.0,-1528.8
Sep-2021,2522.4,462.8,2411.9,28.3,1015.1,1383.1,360.2,1022.9
Dec-2021,2543.0,499.9,2179.1,29.4,951.4,1209.6,315.8,893.8
Mar-2022,2466.4,590.6,1788.0,42.0,935.7,834.1,233.3,600.8
Jun-2022,2498.6,585.0,1256.1,35.9,932.0,300.5,77.6,222.9
