,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,806.7,706.8,94.4,28.5,34.8,35.0,0.3,34.6
Mar-2020,874.0,697.7,93.6,29.8,36.2,110.4,-0.8,111.2
Jun-2020,762.9,622.6,131.3,29.5,39.7,71.1,19.0,52.0
Sep-2020,773.6,641.6,119.1,29.6,27.2,75.2,12.6,62.6
Dec-2020,841.1,707.5,121.4,29.9,22.8,81.0,16.3,64.7
Mar-2021,379.7,310.7,55.2,11.0,12.1,45.9,10.7,35.2
Jun-2021,24.4,17.2,3.0,1.5,7.1,-1.5,-0.4,-1.1
Sep-2021,126.1,22.9,-2.9,1.5,7.6,94.1,6.0,88.1
Dec-2021,27.2,24.0,-5.3,1.6,7.8,-6.2,-0.9,-5.3
Mar-2022,35.9,30.4,-1.6,1.6,8.1,-4.1,-1.0,-3.1
Jun-2022,214.8,208.9,-4.4,9.2,3.1,-6.5,-1.3,-5.2
