,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,893.1,595.6,291.1,16.9,167.4,113.2,37.0,76.2
Mar-2020,927.3,648.6,268.0,17.6,170.3,90.8,37.6,53.2
Jun-2020,359.1,158.9,190.8,17.7,175.3,7.2,-0.1,7.3
Sep-2020,546.7,380.1,142.9,18.3,123.6,24.7,8.1,16.6
Dec-2020,689.8,510.3,160.4,19.0,132.3,28.2,4.9,23.3
Mar-2021,595.6,415.8,137.5,20.5,144.8,14.5,-3.8,18.3
Jun-2021,525.0,314.6,197.0,16.5,178.6,15.3,2.7,12.6
Sep-2021,829.4,568.4,247.1,16.8,179.9,64.3,17.0,47.3
Dec-2021,685.6,478.4,177.0,16.8,156.7,33.7,8.5,25.2
Mar-2022,768.9,530.9,200.7,17.9,180.8,39.3,11.6,27.7
Jun-2022,603.1,387.2,200.0,14.1,183.7,18.1,5.2,12.9
