,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,1310.7,1181.6,89.7,29.4,3.1,96.7,23.5,73.2
Mar-2020,1379.3,1216.6,137.0,35.7,8.0,118.9,31.5,87.4
Jun-2020,1041.2,980.4,46.6,28.4,7.4,25.1,8.7,16.5
Sep-2020,1634.3,1418.3,181.2,42.4,0.9,172.6,44.0,128.6
Dec-2020,1522.3,1393.4,100.6,35.1,6.8,87.0,22.7,64.4
Mar-2021,1792.5,1589.7,189.7,36.2,0.2,166.3,42.5,123.8
Jun-2021,1354.6,1285.1,55.5,33.1,3.7,32.7,9.3,23.3
Sep-2021,1625.2,1477.7,129.4,32.6,5.9,106.9,28.4,78.5
Dec-2021,1452.0,1360.7,74.4,32.7,1.1,57.5,16.0,41.5
Mar-2022,1623.2,1474.8,135.8,37.9,4.0,106.5,27.0,79.5
Jun-2022,2014.6,1866.3,117.4,41.2,2.1,105.0,27.1,77.9
