,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,2676.6,2216.4,320.2,109.8,2.9,140.0,20.6,190.3
Mar-2020,2377.3,1895.5,341.4,115.8,4.9,64.1,-17.0,81.1
Jun-2020,1164.9,1093.6,-102.1,72.8,1.8,-200.5,-80.1,-120.5
Sep-2020,2580.7,2191.1,288.1,79.6,1.3,-91.4,-26.6,-64.8
Dec-2020,3141.0,2671.6,358.1,96.9,6.8,219.0,33.2,185.8
Mar-2021,3334.8,2598.6,619.1,92.1,4.1,640.0,158.0,482.0
Jun-2021,2542.5,2136.9,306.6,67.1,3.2,335.3,75.5,259.8
Sep-2021,3042.3,2560.4,357.5,82.9,1.5,397.5,25.5,371.9
Dec-2021,3189.4,2751.7,357.4,85.1,16.9,335.8,100.9,234.8
Mar-2022,3403.6,2875.6,435.4,89.2,7.3,431.5,80.9,350.6
Jun-2022,3601.0,3094.9,449.5,64.8,3.6,437.7,103.5,334.2
