,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,39.5,32.5,-1.9,0.9,0.0,6.1,2.9,3.2
Mar-2020,353.1,31.2,312.4,1.1,0.0,320.8,2.6,318.1
Jun-2020,37.9,33.6,-6.0,1.1,0.0,3.2,2.1,1.0
Sep-2020,39.6,37.6,-11.9,1.1,0.0,0.9,0.3,0.6
Dec-2020,46.7,35.4,-15.7,1.2,0.0,10.1,1.7,8.4
Mar-2021,267.8,35.6,215.1,1.2,0.0,230.9,62.2,168.7
Jun-2021,40.8,39.1,-16.2,1.2,0.0,0.5,0.2,0.4
Sep-2021,367.4,49.2,299.9,1.2,0.0,317.0,78.5,238.5
Dec-2021,271.6,45.4,176.7,1.1,0.0,225.2,56.7,168.5
Mar-2022,49.1,27.9,1.9,0.7,0.0,20.5,3.6,16.9
Jun-2022,356.8,43.9,297.3,0.8,0.0,312.2,79.1,233.1
