,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,1156.7,873.6,265.4,46.2,3.8,233.1,36.5,196.6
Mar-2020,1018.1,812.1,192.7,45.4,3.5,157.2,29.4,127.8
Jun-2020,1496.9,897.3,588.0,45.2,2.5,551.9,98.3,453.6
Sep-2020,1312.8,937.6,360.2,46.3,1.8,327.1,51.4,275.7
Dec-2020,1330.9,966.4,348.8,47.7,1.6,315.3,55.3,260.0
Mar-2021,1060.8,824.3,216.6,48.6,2.3,185.7,34.2,151.5
Jun-2021,1492.2,1084.6,394.0,50.0,1.3,356.4,71.7,284.7
Sep-2021,1438.9,1064.8,359.0,50.5,1.5,322.1,64.5,257.6
Dec-2021,1341.7,1017.0,311.5,51.2,1.3,272.2,54.1,218.2
Mar-2022,1182.7,989.4,179.0,52.4,3.2,137.6,27.2,110.4
Jun-2022,1488.1,1211.8,257.4,53.4,6.8,216.1,72.2,143.8
