,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,8781.0,5152.0,3502.0,566.0,72.0,2991.0,547.0,2444.0
Mar-2020,9215.0,5478.0,3579.0,600.0,67.0,3070.0,570.0,2500.0
Jun-2020,8678.0,4886.0,3476.0,651.0,66.0,3075.0,715.0,2360.0
Sep-2020,8839.0,4919.0,3739.0,659.0,27.0,3234.0,704.0,2530.0
Dec-2020,9622.0,5197.0,4207.0,719.0,64.0,3642.0,245.0,3397.0
Mar-2021,9499.0,6236.0,3013.0,784.0,20.0,2459.0,2003.0,456.0
Jun-2021,9817.0,5814.0,3742.0,660.0,30.0,3313.0,641.0,2672.0
Sep-2021,9963.0,6142.0,3644.0,644.0,25.0,3152.0,590.0,2562.0
Dec-2021,10849.0,6762.0,3900.0,728.0,28.0,3331.0,694.0,2637.0
Mar-2022,10889.0,6808.0,3826.0,583.0,26.0,3472.0,469.0,3003.0
Jun-2022,11151.0,7050.0,3767.0,586.0,27.0,3488.0,810.0,2678.0
