,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,289.2,252.5,30.4,9.4,1.3,26.0,6.2,19.8
Mar-2020,279.9,217.6,31.7,9.4,1.1,51.7,9.7,42.0
Jun-2020,125.0,124.4,-5.1,8.9,1.2,-9.5,-2.4,-7.1
Sep-2020,271.8,222.4,42.9,8.9,0.9,39.6,9.8,29.8
Dec-2020,328.2,273.5,49.5,8.9,0.9,44.9,11.5,33.5
Mar-2021,399.3,324.8,67.8,8.7,0.7,65.1,16.3,48.9
Jun-2021,311.2,267.2,34.2,8.7,0.5,34.8,8.8,26.0
Sep-2021,433.2,349.0,67.5,9.1,0.5,74.6,17.6,56.9
Dec-2021,417.5,346.2,62.3,8.9,0.6,61.7,15.9,45.8
Mar-2022,466.3,376.0,80.1,10.0,-0.0,80.3,19.6,60.6
Jun-2022,429.4,360.5,53.7,9.2,0.4,59.3,14.7,44.6
