,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,174.7,124.7,48.2,8.2,1.8,40.0,7.7,32.3
Mar-2020,188.9,126.2,37.0,8.5,1.6,34.9,5.2,29.8
Jun-2020,113.2,102.1,8.7,7.6,1.3,2.1,-0.1,2.2
Sep-2020,244.4,164.3,78.3,8.7,1.3,70.1,17.7,52.4
Dec-2020,226.8,152.4,72.0,8.7,1.2,64.5,15.8,48.7
Mar-2021,280.4,157.9,80.5,11.2,2.0,109.4,15.1,94.3
Jun-2021,267.4,186.0,78.1,10.6,5.0,81.7,22.2,59.5
Sep-2021,245.3,171.8,70.2,11.7,2.3,59.5,15.0,44.5
Dec-2021,213.7,164.5,47.8,11.5,4.2,33.5,8.6,24.9
Mar-2022,262.5,172.3,45.7,11.9,5.4,72.9,9.8,63.1
Jun-2022,259.4,196.0,61.0,20.4,7.5,35.6,7.2,28.4
