,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,1340.6,1251.7,81.5,20.1,6.7,62.1,16.8,45.4
Mar-2020,1165.5,1038.0,115.8,21.0,4.8,101.8,22.7,79.1
Jun-2020,1163.6,1021.3,107.2,19.8,9.5,113.0,26.5,86.5
Sep-2020,1256.0,1120.0,123.5,21.7,7.2,107.0,24.2,82.8
Dec-2020,1120.2,1005.2,72.0,21.6,4.1,89.3,13.1,76.2
Mar-2021,974.0,893.4,70.4,22.0,15.4,43.2,9.7,33.5
Jun-2021,1559.5,1398.6,149.7,22.9,9.7,128.2,32.8,95.4
Sep-2021,1699.3,1533.0,156.8,22.8,10.9,132.6,33.0,99.5
Dec-2021,1585.0,1446.8,97.3,23.6,10.8,103.8,19.1,84.7
Mar-2022,1445.5,1315.3,85.0,23.6,10.9,95.7,15.2,80.5
Jun-2022,1856.5,1732.3,117.3,24.0,14.4,85.8,22.0,63.8
