,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,728.9,610.0,92.4,9.6,0.4,108.9,28.3,80.6
Mar-2020,710.1,564.3,87.1,9.6,0.7,135.5,18.3,117.2
Jun-2020,399.6,342.6,34.5,10.0,0.2,46.8,11.8,35.0
Sep-2020,659.2,557.0,82.4,9.8,0.2,92.2,23.1,69.1
Dec-2020,849.0,723.6,106.6,8.5,0.2,116.7,34.0,82.8
Mar-2021,937.4,790.0,131.3,10.7,0.2,136.4,40.4,96.1
Jun-2021,690.9,605.0,70.3,9.9,0.1,75.8,20.8,55.1
Sep-2021,1030.7,813.4,119.6,9.9,0.1,207.2,57.5,149.7
Dec-2021,991.5,864.2,108.7,10.1,0.1,117.2,21.9,95.2
Mar-2022,1206.8,1070.3,116.6,9.0,1.1,126.4,21.8,104.6
Jun-2022,1032.8,902.0,113.7,9.4,0.1,121.3,25.8,95.6
