,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,175.4,126.6,44.8,10.5,5.2,33.2,8.6,24.6
Mar-2020,164.6,121.2,38.0,9.1,7.9,26.4,5.8,20.6
Jun-2020,164.1,115.7,45.0,10.7,2.6,35.1,9.5,25.6
Sep-2020,193.8,136.2,54.0,11.1,2.6,43.9,10.6,33.2
Dec-2020,198.8,137.6,56.4,12.3,4.6,44.3,10.8,33.5
Mar-2021,209.9,149.6,52.9,12.2,-2.0,50.1,13.0,37.1
Jun-2021,213.2,149.0,54.0,12.6,3.0,48.6,12.6,36.0
Sep-2021,224.2,161.5,50.5,13.2,0.0,49.5,12.2,37.3
Dec-2021,227.2,169.2,50.9,13.3,-0.7,45.5,11.3,34.2
Mar-2022,253.4,187.6,56.9,13.5,1.3,51.0,12.6,38.4
Jun-2022,243.6,190.8,48.2,13.6,1.1,38.1,9.3,28.8
