,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,723.0,569.9,151.1,46.7,20.4,85.9,8.0,78.0
Mar-2020,830.9,636.4,192.8,45.2,20.3,128.9,16.4,112.5
Jun-2020,976.9,705.8,264.6,47.7,14.6,208.8,50.1,158.8
Sep-2020,1133.9,759.2,368.1,48.8,13.4,312.5,74.9,237.6
Dec-2020,1280.8,857.5,414.8,49.5,16.9,356.9,90.0,267.0
Mar-2021,1404.5,936.3,462.4,50.7,21.1,396.4,103.6,292.8
Jun-2021,1228.2,857.5,363.1,55.5,25.0,290.1,68.0,222.1
Sep-2021,1180.7,842.4,333.8,59.3,20.6,258.4,60.8,197.6
Dec-2021,939.8,717.2,215.4,59.7,20.9,141.9,32.8,109.2
Mar-2022,1380.0,1004.8,372.9,60.9,29.3,285.0,63.8,221.2
Jun-2022,1498.2,1077.1,418.2,66.0,27.5,327.6,96.0,231.6
