,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,9243.0,6757.0,2328.0,802.0,819.0,994.0,103.0,891.0
Mar-2020,8640.0,6763.0,1693.0,820.0,728.0,-12368.0,-2082.0,-10286.0
Jun-2020,11508.0,5578.0,1111.0,596.0,800.0,4534.0,1570.0,2964.0
Sep-2020,8721.0,6689.0,1917.0,636.0,824.0,572.0,194.0,378.0
Dec-2020,15676.0,7184.0,2477.0,633.0,756.0,7103.0,1383.0,5720.0
Mar-2021,12483.0,9329.0,2976.0,654.0,813.0,1455.0,14.0,1441.0
Jun-2021,14357.0,9190.0,3768.0,704.0,722.0,3741.0,405.0,3336.0
Sep-2021,15813.0,10433.0,4690.0,727.0,716.0,3937.0,658.0,3279.0
Dec-2021,21227.0,12405.0,3782.0,772.0,840.0,7186.0,713.0,6473.0
Mar-2022,20227.0,13769.0,5240.0,742.0,868.0,4752.0,595.0,4157.0
Jun-2022,18087.0,15016.0,2897.0,873.0,858.0,1340.0,-334.0,1674.0
