,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,284.7,165.8,112.4,28.3,33.9,55.6,22.2,33.4
Mar-2020,232.4,180.5,42.2,26.5,38.3,-13.5,-37.3,23.8
Jun-2020,58.6,55.9,-3.3,27.1,38.0,-63.4,-31.1,-32.3
Sep-2020,63.1,57.5,0.7,27.3,37.4,-60.1,-24.4,-35.8
Dec-2020,87.2,70.3,10.9,27.0,35.8,-47.0,-20.0,-26.9
Mar-2021,96.2,87.8,4.5,26.2,33.9,-52.7,-33.8,-20.2
Jun-2021,72.7,73.9,-6.7,26.9,34.7,-63.8,-27.5,-36.6
Sep-2021,130.3,87.0,34.4,28.0,38.1,-24.3,-14.0,-10.9
Dec-2021,155.7,115.9,38.6,26.1,32.6,-19.7,-12.0,-13.0
Mar-2022,145.2,109.6,30.4,28.2,34.6,-28.2,-18.5,-9.8
Jun-2022,246.1,142.0,97.4,27.6,38.0,37.5,10.4,27.1
