,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,589.6,194.0,-4.5,4.3,1.2,390.7,-68.0,458.7
Mar-2020,11226.5,428.0,-99.0,41.7,0.7,10756.1,124.5,10631.6
Jun-2020,213.2,196.4,-35.5,4.5,0.3,11.9,0.0,11.9
Sep-2020,209.3,194.1,-72.4,4.3,0.5,10.4,-9.8,20.2
Dec-2020,5311.6,129.6,23.9,4.4,0.4,5177.2,156.3,5020.8
Mar-2021,2585.5,104.2,100.0,6.4,0.3,2474.6,-112.6,2587.1
Jun-2021,172.0,211.9,-87.9,5.0,0.4,-45.3,4.5,-49.8
Sep-2021,2023.0,173.6,159.1,5.4,0.4,1843.7,30.5,1813.1
Dec-2021,5888.2,193.9,104.8,5.0,0.4,5688.9,44.1,5644.8
Mar-2022,3984.4,109.0,266.3,5.4,0.4,3869.6,76.2,3793.4
Jun-2022,357.2,135.1,185.4,5.2,0.5,216.4,55.4,161.0
