,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,1305.1,1253.6,11.9,0.7,1.3,49.4,14.4,35.0
Mar-2020,1635.9,1571.0,18.4,0.6,1.3,62.6,14.1,48.5
Jun-2020,476.6,463.5,-27.1,0.6,1.3,11.0,3.2,7.8
Sep-2020,1046.5,996.2,8.7,0.6,1.4,46.6,12.4,34.2
Dec-2020,1553.7,1466.7,41.6,0.6,1.4,85.0,3.1,81.9
Mar-2021,2043.4,1938.5,57.5,0.5,2.5,101.9,24.1,77.8
Jun-2021,971.7,932.4,2.4,0.4,1.4,37.4,10.2,27.2
Sep-2021,1354.6,1268.0,34.9,0.4,1.4,84.7,19.1,65.6
Dec-2021,1548.4,1452.7,55.9,0.4,1.4,93.8,24.4,69.3
Mar-2022,1859.6,1737.1,63.1,0.4,1.4,20.8,0.2,20.6
Jun-2022,1412.7,1317.2,48.6,0.4,1.4,-16.9,-3.7,-13.2
