,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,34.4,13.7,3.5,0.8,21.2,-1.3,0.0,-1.3
Mar-2020,1057.9,929.1,155.4,61.3,49.2,18.4,0.1,19.3
Jun-2020,96.6,78.5,-6.6,10.3,23.9,-226.8,-9.6,-217.2
Sep-2020,313.4,230.0,51.9,39.1,34.0,10.3,-0.2,10.4
Dec-2020,371.4,283.4,62.7,23.8,29.5,34.7,3.1,31.6
Mar-2021,355.9,278.0,52.8,22.2,25.0,30.6,23.4,7.2
Jun-2021,527.4,376.4,123.8,24.5,11.4,115.0,27.1,87.9
Sep-2021,478.1,346.2,103.8,25.1,11.0,95.8,22.6,73.2
Dec-2021,439.9,294.1,103.6,25.1,11.0,109.7,5.8,103.8
Mar-2022,409.1,291.5,89.7,24.4,10.6,82.5,16.4,66.2
Jun-2022,455.3,310.3,116.3,24.3,10.8,109.9,24.7,85.3
