,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,333.1,197.4,118.8,7.0,30.6,92.3,1.6,90.7
Mar-2020,405.7,463.7,-71.1,8.2,38.9,-110.0,-0.8,-109.2
Jun-2020,439.5,213.7,213.8,8.1,31.6,93.9,3.9,90.1
Sep-2020,522.8,262.2,250.0,8.5,29.2,218.7,39.0,179.7
Dec-2020,551.3,271.5,269.7,8.9,30.0,235.7,45.0,190.8
Mar-2021,670.7,330.9,333.3,11.0,36.8,289.0,37.1,251.8
Jun-2021,556.6,337.6,207.8,8.4,34.9,170.7,38.1,132.6
Sep-2021,807.3,362.6,431.5,10.2,34.9,393.0,59.0,334.1
Dec-2021,628.8,416.4,200.3,10.0,44.8,157.6,31.6,126.1
Mar-2022,605.9,414.2,179.6,10.2,51.0,130.0,27.2,102.8
Jun-2022,481.8,397.1,71.0,11.0,46.0,24.2,19.9,4.4
