,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,827.5,862.8,-38.0,136.4,17.7,-189.5,0.0,-189.5
Mar-2020,729.2,976.0,-263.0,117.7,56.0,1632.0,-0.7,1632.8
Jun-2020,349.6,414.9,-331.0,132.0,115.7,-8837.5,1355.3,-10192.8
Sep-2020,789.8,733.1,-292.1,54.1,126.4,4552.5,109.6,4442.9
Dec-2020,1181.5,1034.7,139.9,53.0,122.5,-28.8,0.0,-28.8
Mar-2021,1455.1,1411.4,35.0,46.4,115.5,-118.2,-41.8,-76.4
Jun-2021,1228.4,1124.9,98.2,82.5,113.5,-92.4,0.0,-92.4
Sep-2021,1879.0,1754.0,117.5,83.1,114.5,-74.5,0.0,-74.5
Dec-2021,2101.3,1886.8,202.2,83.5,118.8,12.1,0.0,12.1
Mar-2022,1982.6,1812.0,153.4,83.9,116.0,-29.3,0.0,-29.3
Jun-2022,1935.4,1872.8,41.1,89.2,114.0,-142.4,0.0,-142.4
