,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,1758.1,683.5,95.8,4.5,87.2,983.0,0.0,983.0
Mar-2020,723.3,589.8,118.7,4.5,62.4,66.5,0.0,66.5
Jun-2020,565.5,517.4,34.4,5.0,60.7,-17.6,0.0,-17.6
Sep-2020,1060.5,911.1,135.7,4.9,61.3,83.1,0.0,83.1
Dec-2020,856.9,654.1,184.9,4.9,61.2,136.7,0.0,136.7
Mar-2021,843.5,623.8,197.3,7.9,62.1,149.8,0.0,149.8
Jun-2021,766.2,657.5,84.6,7.6,61.2,39.8,0.0,39.8
Sep-2021,808.2,677.1,104.5,3.8,61.6,36.5,0.0,36.5
Dec-2021,1240.3,1098.5,110.0,7.0,61.9,43.6,0.0,43.6
Mar-2022,1727.8,1395.4,297.1,8.7,59.7,233.4,0.0,233.4
Jun-2022,1315.1,1109.7,182.7,6.9,61.6,137.0,0.0,137.0
