,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,2293.9,2002.5,267.3,55.2,5.3,230.9,30.5,200.4
Mar-2020,2235.7,1970.8,245.3,62.5,4.6,197.7,20.5,177.2
Jun-2020,1511.3,1348.3,130.9,60.4,16.7,86.0,22.6,63.3
Sep-2020,2531.0,2031.1,420.7,59.1,17.3,423.6,98.7,324.9
Dec-2020,3205.0,2657.8,508.1,64.4,15.2,467.7,118.6,349.1
Mar-2021,3368.4,2825.5,505.6,65.0,23.5,454.4,152.1,302.3
Jun-2021,2632.4,2245.1,353.1,61.6,10.9,314.8,80.5,234.3
Sep-2021,3254.3,2777.4,443.6,62.3,11.1,403.4,101.9,301.6
Dec-2021,3701.1,3211.9,440.3,66.2,12.3,410.6,104.7,305.9
Mar-2022,4461.2,3896.5,520.5,70.7,19.1,474.9,122.0,352.9
Jun-2022,4277.1,3868.8,361.4,72.1,9.8,326.6,84.1,242.4
