,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,568.5,563.1,-5.0,22.8,67.3,-135.5,-8.8,-126.7
Mar-2020,472.2,524.1,-58.7,21.4,72.6,-270.3,-86.0,-184.4
Jun-2020,245.3,296.8,-61.1,21.0,64.6,-409.7,12.1,-421.8
Sep-2020,572.6,521.0,43.8,20.6,70.9,-128.5,6.4,-134.9
Dec-2020,714.2,625.9,77.4,20.0,10.2,-741.4,-415.4,-326.1
Mar-2021,1036.0,967.7,54.4,19.6,20.6,112.8,-561.0,673.8
Jun-2021,968.6,860.8,93.1,18.9,16.1,68.0,23.5,44.5
Sep-2021,1367.0,1194.4,157.4,18.7,16.8,140.1,46.5,93.7
Dec-2021,1453.5,1257.0,189.2,18.5,17.1,402.7,43.1,359.6
Mar-2022,1416.0,1250.7,156.6,17.7,16.4,130.8,21.8,109.0
Jun-2022,1571.3,1382.7,175.8,18.7,5.2,166.0,41.6,124.4
