,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,95.0,89.0,5.0,1.6,0.9,-9.7,-2.6,-7.1
Mar-2020,120.8,102.0,6.2,1.9,0.8,16.0,3.3,12.7
Jun-2020,103.0,90.9,10.0,1.8,0.7,9.6,2.5,7.2
Sep-2020,95.7,88.7,4.6,2.7,0.7,3.6,0.9,2.7
Dec-2020,95.5,84.9,6.3,2.9,0.3,7.3,1.9,5.4
Mar-2021,93.8,81.5,9.4,3.0,0.1,9.2,2.2,7.0
Jun-2021,63.0,56.5,1.8,2.9,0.3,3.2,0.8,2.4
Sep-2021,88.4,77.8,7.8,4.2,0.5,5.8,1.5,4.3
Dec-2021,112.9,86.9,3.2,3.8,0.5,21.7,0.8,20.9
Mar-2022,109.8,97.7,2.0,3.9,0.6,2.7,2.5,0.1
Jun-2022,160.8,127.1,5.7,3.8,0.6,29.3,3.0,26.2
