,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,907.9,696.2,173.5,57.9,59.3,94.6,38.9,55.7
Mar-2020,757.1,629.8,92.9,61.2,59.5,6.7,4.0,2.6
Jun-2020,149.2,215.5,-119.1,58.5,57.4,-182.2,-42.8,-139.5
Sep-2020,488.5,445.7,6.4,57.8,58.3,-73.3,-25.2,-48.1
Dec-2020,768.0,545.4,180.0,57.8,60.6,104.2,24.5,79.7
Mar-2021,846.1,637.1,136.6,61.7,61.8,79.2,22.3,56.9
Jun-2021,379.6,359.1,-31.8,62.2,68.6,-110.2,-26.5,-83.8
Sep-2021,1115.3,799.1,221.3,66.6,72.6,163.9,38.3,125.6
Dec-2021,1377.4,1056.0,291.7,73.3,73.4,174.6,41.7,132.9
Mar-2022,1287.4,1032.9,152.3,80.9,78.7,94.7,19.9,74.9
Jun-2022,1694.4,1348.8,304.1,120.2,92.5,133.0,30.3,102.6
