,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,959.8,870.4,2.7,1.8,45.8,41.8,11.4,30.4
Mar-2020,1633.8,1385.3,89.6,1.4,18.5,228.7,50.3,178.4
Jun-2020,653.9,650.1,-27.0,1.9,18.7,-16.8,-3.4,-13.3
Sep-2020,499.1,500.2,-39.6,1.8,16.1,-19.0,-0.9,-18.1
Dec-2020,824.6,773.1,17.8,2.2,16.0,33.4,10.7,22.7
Mar-2021,1348.2,1463.6,-162.8,2.3,17.0,-134.8,-36.2,-98.6
Jun-2021,879.6,911.1,-64.8,1.6,12.0,-45.1,-9.9,-35.2
Sep-2021,988.5,1027.6,-68.7,1.6,16.8,-57.6,-15.5,-42.0
Dec-2021,1053.8,1057.9,-22.4,3.2,27.6,-34.9,-2.6,-32.3
Mar-2022,639.9,687.4,-68.7,1.5,18.9,-67.9,-9.8,-58.0
Jun-2022,819.8,905.8,-112.5,1.7,14.2,-102.0,2.1,-104.0
