,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,1546.7,1082.8,441.1,21.3,13.0,429.6,64.7,364.9
Mar-2020,1138.0,811.1,302.8,20.8,20.2,285.9,45.5,240.3
Jun-2020,1402.8,1004.5,376.2,20.2,12.2,350.6,79.0,271.7
Sep-2020,1698.6,1212.3,466.9,21.0,6.7,458.7,108.1,350.6
Dec-2020,1706.5,1222.9,471.8,20.6,4.4,458.5,107.2,351.4
Mar-2021,1511.8,1162.5,337.2,21.6,1.6,326.1,75.4,250.7
Jun-2021,1676.9,1228.8,431.9,21.0,1.9,425.2,99.9,325.4
Sep-2021,1856.4,1386.5,451.6,21.4,3.2,445.3,89.0,356.3
Dec-2021,1835.5,1359.4,458.0,21.9,1.6,468.0,88.0,380.0
Mar-2022,1652.7,1249.1,386.2,21.3,1.2,423.9,6.4,417.5
Jun-2022,1870.7,1434.8,414.6,25.8,0.5,409.6,90.1,319.5
