,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,191.3,72.0,107.4,7.8,1.8,109.8,34.0,75.8
Mar-2020,126.0,51.9,61.6,7.8,1.6,64.8,17.9,46.9
Jun-2020,75.3,23.9,39.5,7.1,1.4,42.8,11.1,31.7
Sep-2020,179.8,59.1,108.4,6.8,1.6,112.3,16.2,96.1
Dec-2020,333.6,118.5,202.0,6.9,3.6,204.6,24.1,180.5
Mar-2021,312.5,153.2,145.1,6.6,3.9,148.8,40.5,108.3
Jun-2021,110.7,42.1,56.5,6.7,2.5,59.4,13.2,46.2
Sep-2021,393.1,151.0,227.2,6.7,2.5,232.9,54.9,178.0
Dec-2021,313.0,167.4,129.9,6.5,5.8,133.3,30.6,102.7
Mar-2022,258.1,160.5,77.7,6.3,18.3,72.9,17.9,55.0
Jun-2022,403.6,120.7,263.9,6.4,18.5,258.1,61.4,196.7
