,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,271.4,208.3,57.6,12.1,2.1,48.9,12.0,36.8
Mar-2020,247.1,187.0,55.4,12.7,1.6,45.8,12.3,33.5
Jun-2020,237.2,184.0,51.6,11.1,1.7,40.3,11.7,28.6
Sep-2020,269.8,217.1,48.8,11.4,1.6,39.8,10.3,29.5
Dec-2020,303.6,252.4,45.8,11.9,1.5,37.8,9.7,28.0
Mar-2021,327.7,275.8,45.9,12.4,1.2,38.4,9.5,28.9
Jun-2021,365.9,310.0,49.9,9.5,1.3,45.1,10.1,34.9
Sep-2021,435.8,356.7,72.8,9.8,1.2,68.1,18.1,50.0
Dec-2021,474.9,388.5,79.7,10.1,1.2,75.0,19.3,55.7
Mar-2022,615.1,454.7,146.1,10.6,1.3,148.6,38.5,110.1
Jun-2022,769.1,547.0,205.6,11.1,1.1,209.9,52.6,157.3
