,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,496.9,450.4,45.3,10.4,6.6,29.5,10.4,19.1
Mar-2020,564.6,497.9,65.2,10.6,7.7,48.4,12.6,35.8
Jun-2020,179.6,198.0,-19.2,10.7,6.3,-35.3,-8.0,-27.3
Sep-2020,434.5,376.0,57.8,10.7,4.5,43.3,10.9,32.4
Dec-2020,619.0,534.1,84.2,10.8,4.6,69.4,17.5,51.9
Mar-2021,805.7,704.9,96.8,10.9,5.4,84.5,21.8,62.7
Jun-2021,423.2,400.0,22.3,11.6,4.8,6.8,1.8,5.0
Sep-2021,595.7,532.5,61.9,11.7,5.0,46.5,11.8,34.8
Dec-2021,679.2,611.9,66.5,11.8,4.6,50.9,12.8,38.1
Mar-2022,756.0,672.7,80.7,11.9,6.0,65.5,16.7,48.8
Jun-2022,626.8,583.5,38.1,12.8,5.2,25.4,6.4,18.9
