,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,126.5,118.3,6.7,1.0,2.0,5.1,0.7,4.4
Mar-2020,198.1,86.0,6.3,0.8,3.5,107.8,1.6,106.1
Jun-2020,77.1,76.2,-1.2,1.3,0.1,-0.4,-0.1,-0.3
Sep-2020,121.7,105.1,4.9,1.3,0.8,14.6,1.4,13.2
Dec-2020,131.1,115.9,2.0,1.3,0.3,13.7,0.8,12.9
Mar-2021,131.8,106.5,6.5,1.4,0.7,23.3,2.3,21.0
Jun-2021,134.7,120.2,9.3,1.5,0.5,12.4,3.0,9.4
Sep-2021,162.4,111.9,9.4,1.6,0.7,48.3,3.6,44.7
Dec-2021,156.8,126.2,2.2,1.7,0.5,28.4,-15.2,43.6
Mar-2022,136.9,110.6,-0.8,1.7,0.9,23.1,-8.0,31.2
Jun-2022,111.3,101.1,7.2,1.8,0.6,7.8,2.5,5.4
