,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,596.7,546.8,48.6,17.3,9.2,23.4,4.3,19.1
Mar-2020,524.3,454.1,70.1,16.3,8.3,45.6,6.9,38.8
Jun-2020,205.3,199.8,0.8,14.3,5.0,-13.9,-5.4,-8.5
Sep-2020,521.1,434.0,85.9,16.2,1.8,69.1,17.6,51.4
Dec-2020,655.5,532.5,121.8,16.2,1.1,93.9,28.0,65.9
Mar-2021,742.3,611.8,126.8,15.9,2.9,111.7,28.4,83.2
Jun-2021,453.8,387.7,61.2,16.3,2.7,47.1,13.2,33.9
Sep-2021,815.1,647.6,160.7,16.8,1.6,149.1,46.1,103.1
Dec-2021,854.3,696.8,151.7,17.2,2.1,138.2,41.0,97.3
Mar-2022,900.5,734.3,160.9,17.2,3.2,145.8,54.7,91.0
Jun-2022,887.5,736.2,145.3,17.8,3.9,129.6,33.1,96.5
