,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,108.4,51.8,36.5,4.2,0.0,52.4,4.0,48.4
Mar-2020,128.8,66.6,38.0,5.5,0.2,56.5,-0.6,57.1
Jun-2020,114.4,44.5,18.6,4.7,0.1,65.1,15.0,50.1
Sep-2020,125.8,56.5,49.8,5.1,0.1,64.1,19.7,44.4
Dec-2020,115.6,50.5,38.4,5.8,0.1,59.2,-4.2,63.4
Mar-2021,99.7,52.6,33.8,6.0,0.1,41.0,11.1,29.9
Jun-2021,101.0,49.8,27.8,6.6,0.1,44.6,11.6,33.0
Sep-2021,92.1,48.4,26.5,6.5,0.1,37.2,10.0,27.2
Dec-2021,97.6,50.3,30.9,6.6,0.1,40.7,11.1,29.6
Mar-2022,112.5,52.9,43.2,2.5,0.1,36.6,7.9,28.7
Jun-2022,108.3,59.6,39.0,5.5,0.1,43.2,10.6,32.6
