,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,39.8,0.5,39.4,0.0,0.0,39.4,0.9,38.5
Mar-2020,28.7,1.0,27.6,0.0,1.5,26.2,0.8,25.4
Jun-2020,2.5,0.5,2.0,0.0,5.4,-3.4,0.0,-3.4
Sep-2020,2.5,0.5,2.0,0.0,5.5,-3.4,0.0,-3.4
Dec-2020,2.3,0.4,1.9,0.0,5.4,-3.5,0.0,-3.5
Mar-2021,50.7,1.1,49.6,0.0,5.4,44.2,12.2,32.0
Jun-2021,2.1,0.5,1.6,0.0,2.5,-0.9,0.0,-0.9
Sep-2021,28.3,0.5,27.8,0.0,2.6,25.2,3.8,21.4
Dec-2021,2.3,0.5,1.8,0.0,2.5,-0.8,0.5,-1.3
Mar-2022,50.9,1.1,49.7,0.0,2.5,47.2,10.9,36.3
Jun-2022,2.1,0.6,1.5,0.0,1.8,-0.3,0.0,-0.3
