,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,239.3,57.3,180.6,5.4,94.9,80.4,12.5,67.9
Mar-2020,235.0,59.4,168.7,5.5,97.4,66.4,6.4,59.9
Jun-2020,233.6,47.8,179.7,4.8,111.8,63.2,13.1,50.1
Sep-2020,270.4,58.3,204.1,5.1,114.4,84.6,18.4,66.2
Dec-2020,310.0,61.2,232.6,5.3,116.9,110.5,24.9,85.6
Mar-2021,291.3,68.8,213.7,5.4,115.2,95.0,7.4,87.6
Jun-2021,272.0,62.3,192.6,5.0,112.8,74.9,15.0,59.9
Sep-2021,325.5,80.6,239.5,5.8,116.0,118.3,26.2,92.1
Dec-2021,342.9,85.3,246.0,5.7,125.1,115.5,26.4,89.1
Mar-2022,365.2,98.7,276.8,7.3,123.7,146.1,30.4,115.7
Jun-2022,352.9,96.4,255.5,6.2,134.7,114.7,25.4,89.2
