,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,777.3,725.1,49.3,13.9,19.3,19.0,-17.7,36.7
Mar-2020,808.9,739.3,46.6,13.8,20.9,34.9,88.5,-53.6
Jun-2020,752.3,700.1,43.4,10.2,21.2,20.8,6.2,14.7
Sep-2020,724.5,671.7,44.8,10.5,17.9,24.4,8.7,15.7
Dec-2020,772.8,722.9,45.9,10.3,15.8,23.7,4.5,19.2
Mar-2021,780.7,738.4,36.9,10.4,15.3,16.6,9.1,7.6
Jun-2021,811.9,718.4,40.2,8.8,14.2,70.5,6.7,63.8
Sep-2021,816.1,779.7,33.3,8.8,13.9,13.6,-1.8,15.4
Dec-2021,854.3,813.1,38.6,9.3,13.9,17.9,-10.0,28.0
Mar-2022,899.0,860.6,34.0,10.9,14.1,13.5,-13.3,26.7
Jun-2022,913.5,873.3,37.0,11.2,14.1,14.9,-10.5,25.3
