,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,1660.2,1421.2,212.3,26.7,2.9,209.4,56.4,153.1
Mar-2020,1408.5,1186.2,194.4,27.8,2.8,191.6,51.2,140.4
Jun-2020,1091.5,942.0,119.6,26.4,1.9,121.1,28.9,92.2
Sep-2020,1677.3,1338.8,300.9,27.4,3.2,307.8,77.9,229.9
Dec-2020,2064.7,1653.4,364.1,31.5,3.3,376.5,95.9,280.6
Mar-2021,2250.5,1865.8,344.7,30.4,2.6,351.6,80.3,271.3
Jun-2021,1718.7,1438.3,233.2,31.4,3.0,246.1,60.9,185.2
Sep-2021,1726.1,1452.2,210.1,32.9,3.6,237.4,60.7,176.7
Dec-2021,1997.5,1692.9,264.6,32.5,3.2,268.8,67.3,201.5
Mar-2022,1923.4,1618.1,243.4,33.0,2.9,269.5,67.3,202.2
Jun-2022,2050.3,1813.2,201.6,36.4,2.6,198.1,50.6,147.4
