,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,11340.9,7718.2,3311.6,5692.6,3717.1,-6417.9,0.0,-6417.9
Mar-2020,11833.9,7385.9,4286.0,5847.9,4173.2,-11948.8,0.0,-11948.8
Jun-2020,10757.9,6573.9,4020.0,5793.8,3800.9,-25333.9,0.0,-25333.9
Sep-2020,10750.5,6656.7,4066.8,5844.0,4697.1,-7215.6,0.0,-7215.6
Dec-2020,10860.7,6717.4,4107.0,5638.9,4782.6,-6717.7,0.0,-6717.7
Mar-2021,9562.0,5296.2,4234.7,5629.5,4711.0,-7047.3,-20.8,-7026.5
Jun-2021,9117.4,5529.3,3558.9,5831.9,5223.2,-7415.7,0.0,-7415.7
Sep-2021,9344.3,5672.9,3648.6,5743.8,5112.8,-7171.7,0.0,-7171.7
Dec-2021,9670.0,5995.2,3649.6,5550.5,5324.7,-7188.8,0.0,-7188.8
Mar-2022,10186.5,5589.8,4576.4,5731.3,5312.7,-6461.0,0.0,-6461.0
Jun-2022,10424.0,6172.6,4170.3,5620.8,5902.3,-7271.7,0.0,-7271.7
