,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,348.5,340.0,-11.2,43.8,51.5,-86.9,-17.0,-69.8
Mar-2020,174.8,222.5,-60.3,44.5,58.0,-150.2,-52.0,-78.5
Jun-2020,187.3,273.1,-95.5,46.1,58.6,-333.0,-114.0,766.4
Sep-2020,309.9,307.3,-12.3,43.0,47.0,-87.3,-29.9,-57.4
Dec-2020,262.7,261.0,-8.1,42.7,49.2,-90.3,-21.6,-68.7
Mar-2021,268.1,283.5,-21.8,52.3,45.5,-113.2,-66.2,-47.0
Jun-2021,282.1,261.8,17.2,42.5,55.4,-77.6,-28.9,-48.7
Sep-2021,314.6,301.0,9.5,43.2,60.0,-89.5,-25.8,-63.7
Dec-2021,311.6,293.5,15.1,42.9,79.2,-104.0,-36.9,-67.1
Mar-2022,496.0,288.0,186.0,43.0,78.0,87.0,47.0,40.0
Jun-2022,290.0,236.0,5.0,47.0,61.0,-54.0,-17.0,-37.0
