,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,126.3,111.2,12.4,1.1,1.4,12.6,3.3,9.2
Mar-2020,108.2,75.5,30.0,1.1,1.4,30.2,7.4,22.8
Jun-2020,79.8,53.8,20.6,1.2,0.9,23.8,6.2,17.6
Sep-2020,110.6,72.8,34.9,1.2,0.8,35.9,9.3,26.6
Dec-2020,134.6,94.6,36.5,1.2,0.8,38.0,9.8,28.2
Mar-2021,138.3,87.8,33.1,1.8,0.9,47.8,13.1,34.7
Jun-2021,105.0,65.0,37.2,2.3,0.7,37.1,9.5,27.6
Sep-2021,147.3,98.4,43.7,2.7,1.4,44.8,11.5,33.2
Dec-2021,154.7,93.3,53.3,3.5,0.9,57.0,14.5,42.5
Mar-2022,194.6,125.5,51.9,4.5,1.5,63.2,16.1,47.1
Jun-2022,157.6,96.4,51.5,4.0,1.4,55.9,14.3,41.6
