,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,71.5,31.2,-1.5,0.1,4.4,35.7,2.3,33.3
Mar-2020,20.3,18.5,-2.5,0.1,4.0,-2.3,-0.7,-1.7
Jun-2020,13.0,9.8,-0.3,0.2,3.4,-0.4,0.0,-0.4
Sep-2020,10.2,7.2,0.3,0.2,2.5,0.4,0.1,0.3
Dec-2020,54.1,14.8,-0.1,0.2,2.2,37.0,7.9,29.1
Mar-2021,14.5,12.5,-0.2,0.2,2.0,-0.2,-0.0,-0.2
Jun-2021,11.3,10.3,-1.1,0.2,1.9,-1.1,0.0,-1.1
Sep-2021,11.9,8.8,-0.2,0.2,2.8,0.2,0.0,0.2
Dec-2021,66.0,24.2,-0.9,0.1,1.5,40.2,7.9,32.3
Mar-2022,14.6,14.3,-1.4,0.2,1.6,-1.5,0.1,-1.6
Jun-2022,13.1,14.7,-3.1,0.2,1.5,-3.2,0.0,-3.2
