,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,239.2,172.3,57.0,21.8,2.9,42.2,7.9,34.4
Mar-2020,232.8,174.4,43.4,21.8,4.0,28.9,2.1,26.8
Jun-2020,178.1,136.2,41.9,22.8,3.1,16.0,1.4,14.6
Sep-2020,193.3,141.7,49.0,23.9,2.1,28.8,1.9,26.9
Dec-2020,208.7,156.8,41.5,22.8,1.6,27.5,2.6,24.9
Mar-2021,243.2,173.3,63.9,21.0,1.8,47.1,5.6,41.5
Jun-2021,266.7,182.2,71.1,19.6,1.6,63.2,10.8,52.3
Sep-2021,302.3,216.5,74.0,20.1,1.7,64.0,11.6,52.4
Dec-2021,316.0,234.7,70.5,21.1,2.1,58.2,11.0,47.1
Mar-2022,373.3,255.8,76.1,20.8,5.4,91.3,5.0,86.2
Jun-2022,366.2,245.9,108.9,21.2,4.0,95.1,21.4,73.7
