,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,3773.1,3482.3,216.9,3.9,7.0,279.9,81.9,197.9
Mar-2020,4277.3,4012.8,207.9,7.8,7.9,248.8,51.4,197.3
Jun-2020,2966.8,2769.4,141.5,8.0,7.7,181.7,38.5,143.2
Sep-2020,3248.6,3018.1,164.5,5.4,6.6,218.5,45.7,172.8
Dec-2020,3864.8,3512.2,220.2,4.3,6.1,342.2,61.4,280.8
Mar-2021,5650.2,5223.9,353.9,5.2,7.8,413.3,69.4,343.9
Jun-2021,3931.7,3641.0,228.1,4.6,6.7,279.4,68.1,211.4
Sep-2021,4081.2,3798.9,227.0,4.7,5.7,271.9,49.9,222.1
Dec-2021,5123.9,4730.0,319.1,4.2,8.2,381.4,99.6,281.8
Mar-2022,6657.3,6030.4,407.2,7.4,146.2,473.3,101.3,372.0
Jun-2022,4881.9,4360.1,280.6,6.0,157.3,358.6,75.5,283.1
