,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,1178.6,1015.0,144.0,39.5,46.0,78.2,23.7,54.5
Mar-2020,1168.6,975.4,169.6,37.9,44.7,110.6,19.3,91.4
Jun-2020,791.9,680.7,93.4,36.9,36.0,38.2,10.3,28.0
Sep-2020,1112.9,917.7,174.0,37.5,33.2,124.6,40.7,83.8
Dec-2020,1232.4,1030.2,154.2,37.9,32.2,132.1,43.4,88.7
Mar-2021,1416.2,1204.0,188.0,48.5,28.4,135.4,-92.6,228.0
Jun-2021,1145.2,968.3,166.7,42.5,27.4,107.0,29.2,77.8
Sep-2021,1101.5,973.1,111.9,43.6,25.6,59.1,17.4,41.8
Dec-2021,1126.6,1035.4,81.2,45.1,25.4,27.7,1.3,26.4
Mar-2022,1512.0,1327.2,127.1,45.6,22.1,78.6,21.6,57.0
Jun-2022,1379.1,1273.3,91.4,42.4,24.7,13.3,-0.5,13.8
