,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,1385.6,1152.1,221.2,51.5,5.7,176.3,41.9,134.4
Mar-2020,1430.5,1156.7,273.8,52.9,4.2,216.8,63.6,153.1
Jun-2020,1054.2,936.8,117.1,50.8,7.8,58.8,15.6,43.3
Sep-2020,1379.2,1119.0,255.7,52.3,2.5,205.4,51.8,153.6
Dec-2020,1850.7,1442.0,401.7,54.9,-1.2,355.0,88.6,266.3
Mar-2021,2088.8,1574.8,509.8,54.8,0.5,458.7,120.5,338.2
Jun-2021,1346.4,1120.1,222.0,56.1,2.1,168.1,43.0,125.1
Sep-2021,1968.8,1617.6,310.9,57.1,0.7,293.4,67.5,225.9
Dec-2021,1959.6,1627.3,317.8,57.5,0.5,274.4,67.8,206.6
Mar-2022,2565.7,2165.7,391.4,58.8,1.9,339.3,85.1,254.3
Jun-2022,2210.5,1937.2,268.8,61.7,1.6,210.0,54.3,155.7
