,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,1001.0,898.1,100.6,25.4,1.8,75.8,21.6,54.2
Mar-2020,901.8,818.0,80.2,24.8,2.0,57.0,2.6,54.5
Jun-2020,834.3,752.4,75.9,27.3,1.4,53.2,15.8,37.3
Sep-2020,1000.2,879.1,110.1,26.8,1.2,93.1,20.3,72.9
Dec-2020,1221.6,1054.0,157.2,25.6,1.1,141.0,31.4,109.5
Mar-2021,1678.0,1487.1,189.4,23.6,2.1,165.2,46.8,118.4
Jun-2021,1034.2,857.3,167.7,25.8,0.6,150.5,36.7,113.8
Sep-2021,1166.5,1005.7,146.1,23.6,1.3,135.9,32.8,103.2
Dec-2021,1248.4,1078.8,159.2,24.9,2.0,142.7,37.6,105.1
Mar-2022,1275.2,1041.4,214.1,23.1,1.8,209.0,55.7,153.3
Jun-2022,1288.8,1105.8,167.0,23.8,3.8,155.4,40.8,114.6
