,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,632.1,567.2,59.4,7.3,1.0,56.5,13.7,42.9
Mar-2020,541.8,491.5,45.2,7.1,0.9,42.4,9.9,32.5
Jun-2020,410.5,396.8,9.1,7.9,1.1,4.8,1.2,3.6
Sep-2020,623.3,542.7,73.9,8.4,1.0,71.2,21.1,50.0
Dec-2020,832.8,713.8,113.6,9.4,1.1,108.4,31.4,77.0
Mar-2021,853.5,739.2,109.9,11.7,2.3,100.3,32.0,68.3
Jun-2021,564.7,517.4,43.4,10.9,1.5,34.9,10.3,24.6
Sep-2021,905.7,809.4,93.6,10.8,3.0,82.4,23.4,59.1
Dec-2021,963.6,876.3,84.4,13.4,1.4,72.5,20.0,52.5
Mar-2022,1053.6,939.4,110.8,12.3,1.6,100.2,9.6,90.6
Jun-2022,1014.7,927.7,81.9,12.9,1.7,72.3,18.3,54.0
