,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,868.3,672.6,186.7,11.5,2.2,182.0,46.1,135.9
Mar-2020,670.6,517.6,124.5,11.8,2.4,124.9,33.8,91.1
Jun-2020,644.1,524.2,110.3,13.2,1.0,105.6,36.4,69.2
Sep-2020,1019.0,671.1,338.3,11.8,0.4,335.7,81.8,253.9
Dec-2020,1027.8,676.0,342.4,12.0,2.1,337.7,87.1,250.6
Mar-2021,774.4,623.3,128.7,11.3,3.0,129.2,30.9,98.3
Jun-2021,792.3,711.7,74.9,12.6,0.7,67.2,18.3,49.0
Sep-2021,1064.1,757.0,301.3,12.7,0.6,293.8,75.5,218.3
Dec-2021,1099.8,796.5,296.5,12.9,2.9,287.5,75.4,212.1
Mar-2022,979.3,808.2,165.0,13.1,6.8,151.1,48.2,102.8
Jun-2022,782.0,709.3,67.1,14.2,0.8,57.7,15.2,42.5
