,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,80.2,17.6,62.5,0.9,0.1,61.6,0.0,61.6
Mar-2020,229.8,31.9,197.9,7.6,0.1,190.3,123.8,66.5
Jun-2020,9.7,30.6,-21.4,0.9,0.1,-21.9,0.0,-21.9
Sep-2020,53.9,12.7,41.0,0.8,0.1,40.4,2.5,37.9
Dec-2020,19.7,11.0,8.3,1.0,0.1,7.6,0.0,7.6
Mar-2021,243.5,50.8,104.2,1.1,0.1,103.4,27.8,75.6
Jun-2021,158.2,19.3,138.2,1.0,0.1,137.9,40.4,97.5
Sep-2021,14.8,8.9,5.4,0.8,0.0,5.1,1.6,3.5
Dec-2021,13.6,9.3,3.9,0.8,0.0,3.4,1.0,2.5
Mar-2022,15.3,13.9,0.8,0.8,0.0,0.6,1.5,-0.9
Jun-2022,12.8,9.1,3.6,0.8,0.0,2.8,1.1,1.8
