,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,499.5,333.1,156.1,12.9,9.9,143.6,29.1,114.5
Mar-2020,474.0,294.3,167.9,13.6,10.0,156.1,34.0,122.1
Jun-2020,205.5,119.8,77.4,14.3,8.9,62.6,16.2,46.3
Sep-2020,425.9,208.3,209.5,15.0,10.2,182.4,46.7,135.7
Dec-2020,504.9,283.4,212.8,16.1,10.1,195.3,50.2,145.1
Mar-2021,603.7,379.8,204.7,17.1,11.3,190.9,46.1,144.8
Jun-2021,502.6,287.2,207.1,18.6,11.3,185.5,47.1,138.4
Sep-2021,663.2,416.8,231.4,20.7,12.7,213.1,54.2,158.9
Dec-2021,891.3,680.0,203.3,21.0,13.4,176.9,45.4,131.6
Mar-2022,1022.2,880.9,131.1,22.5,15.3,103.5,27.8,75.8
Jun-2022,1051.5,823.8,218.6,23.8,18.7,185.2,47.4,137.8
