,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,6758.9,6158.8,593.1,86.7,16.0,497.3,103.1,394.3
Mar-2020,6229.1,5775.9,417.7,94.8,12.4,346.0,59.1,286.9
Jun-2020,3884.6,3724.4,108.9,86.1,7.5,66.6,17.0,49.6
Sep-2020,5274.0,4893.3,324.9,90.4,7.9,282.4,71.9,210.6
Dec-2020,7481.9,6741.3,691.4,100.2,8.7,631.6,161.3,470.2
Mar-2021,7355.7,6686.5,616.6,94.6,10.3,564.2,129.3,434.9
Jun-2021,5068.0,4810.5,221.2,92.7,8.4,156.3,41.2,115.1
Sep-2021,7682.6,6979.5,670.1,97.1,9.0,597.0,148.2,448.9
Dec-2021,9097.3,8196.8,868.2,108.0,10.5,782.0,196.2,585.8
Mar-2022,8645.5,7864.1,742.0,123.2,11.7,646.4,180.1,466.4
Jun-2022,9843.8,8799.0,1007.9,123.3,11.7,909.8,230.2,679.6
