,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,99.3,55.4,42.6,4.8,0.3,38.9,9.0,29.9
Mar-2020,96.1,64.2,29.4,5.5,0.3,-18.3,-0.2,-18.1
Jun-2020,55.9,44.9,9.5,4.5,0.2,6.3,1.9,4.4
Sep-2020,153.9,86.9,61.7,5.2,0.2,61.6,15.8,45.8
Dec-2020,135.1,83.3,48.9,5.6,0.2,46.0,11.7,34.2
Mar-2021,141.6,88.5,50.7,5.7,0.0,47.4,12.1,35.3
Jun-2021,161.9,88.6,70.7,5.8,0.6,66.9,18.5,48.4
Sep-2021,170.7,81.5,87.2,6.7,0.6,81.9,21.3,60.6
Dec-2021,111.3,74.2,36.0,7.4,0.6,29.1,6.5,22.6
Mar-2022,125.0,86.5,36.8,8.6,0.6,29.4,9.0,20.4
Jun-2022,120.1,85.4,33.8,7.6,0.6,26.6,6.4,20.1
