,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,19494.9,4496.9,1956.1,0.0,9255.3,2271.8,514.8,1757.0
Mar-2020,20219.6,4942.1,1865.7,0.0,9426.4,-1878.9,-491.1,-1387.8
Jun-2020,19125.6,3727.6,3257.7,0.0,9553.6,1428.0,315.8,1112.2
Sep-2020,19870.1,4235.6,3090.4,0.0,8736.8,2317.0,634.3,1682.7
Dec-2020,19274.4,5053.3,2319.5,0.0,8125.6,1491.2,374.6,1116.6
Mar-2021,20213.5,5358.6,2196.3,0.0,7990.2,3569.7,892.6,2677.1
Jun-2021,19591.6,4932.4,2827.9,0.0,8243.2,2884.0,723.9,2160.2
Sep-2021,20134.4,5770.5,2129.8,0.0,8435.7,4193.1,1059.8,3133.3
Dec-2021,21101.5,6331.4,2321.2,0.0,8608.6,4826.7,1212.5,3614.2
Mar-2022,21999.6,6576.5,2242.6,0.0,8957.1,5478.8,1361.0,4117.8
Jun-2022,21728.6,6496.0,2889.0,0.0,9344.6,5528.6,1402.4,4126.3
