,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2020,44.6,19.0,21.6,1.5,0.6,23.5,4.6,18.9
Mar-2021,47.7,20.3,23.0,1.5,0.6,25.3,4.9,20.3
Jun-2021,40.3,23.7,12.6,1.5,0.6,14.4,2.9,11.5
Sep-2021,49.2,29.7,15.4,1.7,0.6,17.3,3.6,13.7
Dec-2021,63.9,34.1,24.6,1.9,0.6,27.3,5.7,21.6
Mar-2022,74.6,34.0,32.7,1.9,1.2,37.5,8.4,29.0
Jun-2022,71.3,36.8,24.1,1.8,0.6,32.0,7.7,24.4
