,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,564.9,433.5,124.4,51.7,14.2,58.8,18.6,40.2
Mar-2020,682.8,528.7,146.9,53.8,14.5,85.9,18.7,67.2
Jun-2020,485.5,385.0,94.3,33.1,10.2,57.1,17.3,39.8
Sep-2020,608.8,477.2,124.0,35.2,15.8,69.4,19.6,49.8
Dec-2020,712.8,551.0,135.3,37.3,18.4,106.1,28.5,77.6
Mar-2021,945.2,753.6,182.2,38.8,4.3,148.5,71.5,77.0
Jun-2021,744.8,596.7,143.3,26.9,7.9,113.3,40.3,73.0
Sep-2021,766.1,588.0,167.5,32.0,7.2,138.9,43.7,95.2
Dec-2021,774.1,607.4,158.9,35.8,6.4,146.0,45.2,100.8
Mar-2022,1029.3,802.7,208.0,39.9,6.0,180.6,67.9,112.8
Jun-2022,899.7,725.6,165.0,32.7,6.9,134.5,33.6,100.8
