,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Mar-2020,1201.0,1070.5,-27.3,20.2,2.2,95.7,29.4,66.3
Jun-2020,481.3,367.8,16.1,6.8,2.1,13.5,-0.4,13.9
Sep-2020,1211.9,1027.0,72.6,18.0,2.1,138.4,52.0,86.4
Dec-2020,1578.1,1368.8,92.2,17.7,2.1,181.4,32.6,148.7
Mar-2021,1378.5,1062.2,43.0,17.2,2.1,296.6,66.1,230.5
Jun-2021,1302.3,1144.0,70.2,17.2,1.9,125.2,32.5,92.8
Sep-2021,1665.7,1485.0,85.2,17.3,1.9,161.5,30.5,131.0
Dec-2021,1673.4,1350.5,202.0,17.1,1.9,303.9,86.1,217.8
Mar-2022,1525.5,1319.1,77.3,22.9,1.4,182.0,37.1,144.9
Jun-2022,2366.5,2056.6,173.7,18.4,1.5,290.0,73.0,217.0
