,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,951.0,692.0,198.4,12.4,11.2,229.7,58.6,171.1
Mar-2020,861.7,653.7,163.0,12.2,11.1,184.7,45.9,138.8
Jun-2020,397.1,311.1,17.0,12.1,11.4,58.2,15.6,42.6
Sep-2020,702.7,509.1,125.8,13.7,11.4,146.1,37.7,108.4
Dec-2020,764.0,430.7,318.0,13.8,11.5,308.0,78.5,229.5
Mar-2021,1149.4,821.4,259.0,13.6,16.2,298.3,68.7,229.6
Jun-2021,376.4,306.6,22.9,13.8,11.6,44.5,12.2,32.3
Sep-2021,738.5,529.9,166.3,14.0,11.6,182.9,47.1,135.8
Dec-2021,1017.3,810.8,142.1,14.1,11.6,180.7,46.3,134.4
Mar-2022,1324.2,912.2,299.2,14.1,11.6,386.3,102.2,284.1
Jun-2022,497.2,405.8,33.9,14.2,11.8,65.4,16.5,48.9
