,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,193.6,213.8,-32.0,12.0,4.2,-36.4,0.0,-36.4
Mar-2020,205.4,158.0,45.6,12.6,4.3,30.4,11.5,18.9
Jun-2020,221.0,162.9,49.9,3.5,12.4,42.2,3.3,38.9
Sep-2020,241.5,175.6,63.2,2.0,12.9,51.0,5.1,46.0
Dec-2020,277.7,194.6,76.8,12.2,1.0,70.0,3.4,66.6
Mar-2021,282.9,210.0,70.4,12.5,1.1,59.3,3.6,55.7
Jun-2021,294.7,212.0,65.6,15.6,0.9,66.3,11.8,54.5
Sep-2021,317.7,223.4,89.9,17.2,0.8,76.4,20.2,56.2
Dec-2021,325.1,256.6,58.2,17.8,0.7,50.0,10.3,39.7
Mar-2022,360.3,269.5,79.9,18.5,0.6,71.7,20.0,51.7
Jun-2022,368.3,287.3,74.9,19.3,0.6,61.0,20.1,40.9
